scenarios,locs,techs,carriers,units,flow_out_sum,aliases
21,PRT,methane_boiler,heat,megajoule,708243781.7461402,methane_boiler__heat___PRT
21,PRT,methane_storage,methane,unit,5709.166976302076,methane_storage__methane___PRT
21,PRT,open_field_pv,electricity,kilowatt hour,11316085410.896965,open_field_pv__electricity___PRT
21,PRT,pumped_hydro,electricity,kilowatt hour,4758192048.717454,pumped_hydro__electricity___PRT
21,PRT,roof_mounted_pv,electricity,kilowatt hour,495492619.14409477,roof_mounted_pv__electricity___PRT
21,PRT,waste_supply,waste,kilowatt hour,2572224508.86308,waste_supply__waste___PRT
21,PRT,wind_offshore,electricity,kilowatt hour,482215362.04917467,wind_offshore__electricity___PRT
21,PRT,wind_onshore,electricity,kilowatt hour,101681475367.42221,wind_onshore__electricity___PRT
22,PRT,battery,electricity,kilogram,2488351958.0624046,battery__electricity___PRT
22,PRT,biofuel_boiler,heat,megajoule,3985562736.771503,biofuel_boiler__heat___PRT
22,PRT,biofuel_supply,biofuel,kilogram,3282077682.281053,biofuel_supply__biofuel___PRT
22,PRT,biofuel_to_diesel,diesel,kilogram,197702549.75780094,biofuel_to_diesel__diesel___PRT
22,PRT,biofuel_to_methane,methane,cubic meter,244482936.18460456,biofuel_to_methane__methane___PRT
22,PRT,biofuel_to_methanol,methanol,kilogram,766869036.3330013,biofuel_to_methanol__methanol___PRT
22,PRT,ccgt,electricity,kilowatt hour,20258114.6027213,ccgt__electricity___PRT
22,PRT,chp_biofuel_extraction,electricity,kilowatt hour,343946816.27576375,chp_biofuel_extraction__electricity___PRT
22,PRT,chp_methane_extraction,electricity,kilowatt hour,131277212.05176401,chp_methane_extraction__electricity___PRT
22,PRT,chp_wte_back_pressure,electricity,kilowatt hour,586923369.895908,chp_wte_back_pressure__electricity___PRT
22,ESP,el_import,electricity,kilowatt hour,12750322333.44607,el_import__electricity___ESP
22,PRT,existing_pv,electricity,kilowatt hour,1638643913.5090654,existing_pv__electricity___PRT
22,PRT,existing_wind,electricity,kilowatt hour,16812262129.521702,existing_wind__electricity___PRT
22,PRT,heat_storage_big,heat,unit,30750666.85879628,heat_storage_big__heat___PRT
22,PRT,heat_storage_small,heat,unit,2646313943.829755,heat_storage_small__heat___PRT
22,PRT,hydro_reservoir,electricity,kilowatt hour,7040846833.9824505,hydro_reservoir__electricity___PRT
22,PRT,hydro_run_of_river,electricity,kilowatt hour,8504837928.078224,hydro_run_of_river__electricity___PRT
22,PRT,methane_boiler,heat,megajoule,792539815.5448679,methane_boiler__heat___PRT
22,PRT,methane_storage,methane,unit,5687.583236401068,methane_storage__methane___PRT
22,PRT,open_field_pv,electricity,kilowatt hour,8487691755.177574,open_field_pv__electricity___PRT
22,PRT,pumped_hydro,electricity,kilowatt hour,5258234914.960833,pumped_hydro__electricity___PRT
22,PRT,roof_mounted_pv,electricity,kilowatt hour,499001064.4873764,roof_mounted_pv__electricity___PRT
22,PRT,waste_supply,waste,kilowatt hour,2572227357.4155335,waste_supply__waste___PRT
22,PRT,wind_offshore,electricity,kilowatt hour,433816239.4735653,wind_offshore__electricity___PRT
22,PRT,wind_onshore,electricity,kilowatt hour,106042674335.50583,wind_onshore__electricity___PRT
23,PRT,battery,electricity,kilogram,3042029685.162275,battery__electricity___PRT
23,PRT,biofuel_boiler,heat,megajoule,4174357119.51471,biofuel_boiler__heat___PRT
23,PRT,biofuel_supply,biofuel,kilogram,3278923742.3354244,biofuel_supply__biofuel___PRT
23,PRT,biofuel_to_diesel,diesel,kilogram,210471005.65030745,biofuel_to_diesel__diesel___PRT
23,PRT,biofuel_to_methane,methane,cubic meter,247960035.22430238,biofuel_to_methane__methane___PRT
23,PRT,biofuel_to_methanol,methanol,kilogram,764750976.5857645,biofuel_to_methanol__methanol___PRT
23,PRT,ccgt,electricity,kilowatt hour,24429901.0131611,ccgt__electricity___PRT
23,PRT,chp_biofuel_extraction,electricity,kilowatt hour,434414696.1990733,chp_biofuel_extraction__electricity___PRT
23,PRT,chp_methane_extraction,electricity,kilowatt hour,226431929.29792923,chp_methane_extraction__electricity___PRT
23,PRT,chp_wte_back_pressure,electricity,kilowatt hour,619755720.0482554,chp_wte_back_pressure__electricity___PRT
23,ESP,el_import,electricity,kilowatt hour,13512793779.921282,el_import__electricity___ESP
23,PRT,existing_pv,electricity,kilowatt hour,1627958995.3566184,existing_pv__electricity___PRT
23,PRT,existing_wind,electricity,kilowatt hour,16781188743.041372,existing_wind__electricity___PRT
23,PRT,heat_storage_big,heat,unit,35693828.598742954,heat_storage_big__heat___PRT
23,PRT,heat_storage_small,heat,unit,2706331192.445818,heat_storage_small__heat___PRT
23,PRT,hydro_reservoir,electricity,kilowatt hour,7022312253.083434,hydro_reservoir__electricity___PRT
23,PRT,hydro_run_of_river,electricity,kilowatt hour,8490931257.61778,hydro_run_of_river__electricity___PRT
23,PRT,methane_boiler,heat,megajoule,936851159.6827525,methane_boiler__heat___PRT
23,PRT,methane_storage,methane,unit,5687.864811307365,methane_storage__methane___PRT
23,PRT,open_field_pv,electricity,kilowatt hour,12200739704.713295,open_field_pv__electricity___PRT
23,PRT,pumped_hydro,electricity,kilowatt hour,4812329446.255133,pumped_hydro__electricity___PRT
23,PRT,roof_mounted_pv,electricity,kilowatt hour,516651589.8541595,roof_mounted_pv__electricity___PRT
23,PRT,waste_supply,waste,kilowatt hour,2572252622.9924793,waste_supply__waste___PRT
23,PRT,wind_offshore,electricity,kilowatt hour,386985266.42780906,wind_offshore__electricity___PRT
23,PRT,wind_onshore,electricity,kilowatt hour,100980511938.92714,wind_onshore__electricity___PRT
24,PRT,battery,electricity,kilogram,3000645192.533894,battery__electricity___PRT
24,PRT,biofuel_boiler,heat,megajoule,3500204112.658944,biofuel_boiler__heat___PRT
24,PRT,biofuel_supply,biofuel,kilogram,3696258555.281205,biofuel_supply__biofuel___PRT
24,PRT,biofuel_to_diesel,diesel,kilogram,126995179.85466865,biofuel_to_diesel__diesel___PRT
24,PRT,biofuel_to_methane,methane,cubic meter,247454693.18980438,biofuel_to_methane__methane___PRT
24,PRT,biofuel_to_methanol,methanol,kilogram,760254799.0371344,biofuel_to_methanol__methanol___PRT
24,PRT,ccgt,electricity,kilowatt hour,26699902.410351798,ccgt__electricity___PRT
24,PRT,chp_biofuel_extraction,electricity,kilowatt hour,432912359.64202154,chp_biofuel_extraction__electricity___PRT
24,PRT,chp_methane_extraction,electricity,kilowatt hour,177088838.4190804,chp_methane_extraction__electricity___PRT
24,PRT,chp_wte_back_pressure,electricity,kilowatt hour,601562550.8310608,chp_wte_back_pressure__electricity___PRT
24,ESP,el_import,electricity,kilowatt hour,13825674440.4428,el_import__electricity___ESP
24,PRT,existing_pv,electricity,kilowatt hour,1601782580.3321993,existing_pv__electricity___PRT
24,PRT,existing_wind,electricity,kilowatt hour,16724905972.833544,existing_wind__electricity___PRT
24,PRT,heat_storage_big,heat,unit,44831573.19103941,heat_storage_big__heat___PRT
24,PRT,heat_storage_small,heat,unit,2668142395.026157,heat_storage_small__heat___PRT
24,PRT,hydro_reservoir,electricity,kilowatt hour,6934733640.276871,hydro_reservoir__electricity___PRT
24,PRT,hydro_run_of_river,electricity,kilowatt hour,8418561204.983953,hydro_run_of_river__electricity___PRT
24,PRT,methane_boiler,heat,megajoule,937507433.0304308,methane_boiler__heat___PRT
24,PRT,methane_storage,methane,unit,5681.998860926437,methane_storage__methane___PRT
24,PRT,open_field_pv,electricity,kilowatt hour,17761629361.25516,open_field_pv__electricity___PRT
24,PRT,pumped_hydro,electricity,kilowatt hour,4655013756.047799,pumped_hydro__electricity___PRT
24,PRT,roof_mounted_pv,electricity,kilowatt hour,477329485.72682875,roof_mounted_pv__electricity___PRT
24,PRT,waste_supply,waste,kilowatt hour,2572225769.1829753,waste_supply__waste___PRT
24,PRT,wind_offshore,electricity,kilowatt hour,527500626.6036073,wind_offshore__electricity___PRT
24,PRT,wind_onshore,electricity,kilowatt hour,92731351075.84218,wind_onshore__electricity___PRT
25,PRT,battery,electricity,kilogram,2723046201.277055,battery__electricity___PRT
25,PRT,biofuel_boiler,heat,megajoule,1053014723.9811331,biofuel_boiler__heat___PRT
25,PRT,biofuel_supply,biofuel,kilogram,5028948083.199765,biofuel_supply__biofuel___PRT
25,PRT,biofuel_to_diesel,diesel,kilogram,111229902.61784446,biofuel_to_diesel__diesel___PRT
25,PRT,biofuel_to_methane,methane,cubic meter,247855771.61673152,biofuel_to_methane__methane___PRT
25,PRT,biofuel_to_methanol,methanol,kilogram,757140604.056756,biofuel_to_methanol__methanol___PRT
25,PRT,ccgt,electricity,kilowatt hour,17132098.0232546,ccgt__electricity___PRT
25,PRT,chp_biofuel_extraction,electricity,kilowatt hour,272196532.5672916,chp_biofuel_extraction__electricity___PRT
25,PRT,chp_methane_extraction,electricity,kilowatt hour,110936278.2482625,chp_methane_extraction__electricity___PRT
25,PRT,chp_wte_back_pressure,electricity,kilowatt hour,593121343.6800503,chp_wte_back_pressure__electricity___PRT
25,ESP,el_import,electricity,kilowatt hour,13780132211.020824,el_import__electricity___ESP
25,PRT,existing_pv,electricity,kilowatt hour,1627206844.5390322,existing_pv__electricity___PRT
25,PRT,existing_wind,electricity,kilowatt hour,16812317608.742962,existing_wind__electricity___PRT
25,PRT,heat_storage_big,heat,unit,41178818.27595385,heat_storage_big__heat___PRT
25,PRT,heat_storage_small,heat,unit,2810557577.9329147,heat_storage_small__heat___PRT
25,PRT,hydro_reservoir,electricity,kilowatt hour,7028608247.604935,hydro_reservoir__electricity___PRT
25,PRT,hydro_run_of_river,electricity,kilowatt hour,8498916386.895681,hydro_run_of_river__electricity___PRT
25,PRT,methane_boiler,heat,megajoule,508651819.13126373,methane_boiler__heat___PRT
25,PRT,methane_storage,methane,unit,5768.378911523686,methane_storage__methane___PRT
25,PRT,open_field_pv,electricity,kilowatt hour,17564472248.73059,open_field_pv__electricity___PRT
25,PRT,pumped_hydro,electricity,kilowatt hour,4261892697.306098,pumped_hydro__electricity___PRT
25,PRT,roof_mounted_pv,electricity,kilowatt hour,368897124.4525543,roof_mounted_pv__electricity___PRT
25,PRT,waste_supply,waste,kilowatt hour,2572223192.546347,waste_supply__waste___PRT
25,PRT,wind_offshore,electricity,kilowatt hour,575958025.9315368,wind_offshore__electricity___PRT
25,PRT,wind_onshore,electricity,kilowatt hour,87324832694.64532,wind_onshore__electricity___PRT
26,PRT,battery,electricity,kilogram,2949545074.9357233,battery__electricity___PRT
26,PRT,biofuel_boiler,heat,megajoule,2553496729.1032014,biofuel_boiler__heat___PRT
26,PRT,biofuel_supply,biofuel,kilogram,3065619054.3952684,biofuel_supply__biofuel___PRT
26,PRT,biofuel_to_diesel,diesel,kilogram,236550285.23841617,biofuel_to_diesel__diesel___PRT
26,PRT,biofuel_to_methane,methane,cubic meter,243822148.78367168,biofuel_to_methane__methane___PRT
26,PRT,biofuel_to_methanol,methanol,kilogram,760994398.141242,biofuel_to_methanol__methanol___PRT
26,PRT,ccgt,electricity,kilowatt hour,27316568.3439095,ccgt__electricity___PRT
26,PRT,chp_biofuel_extraction,electricity,kilowatt hour,427968771.21985835,chp_biofuel_extraction__electricity___PRT
26,PRT,chp_methane_extraction,electricity,kilowatt hour,198726563.6725553,chp_methane_extraction__electricity___PRT
26,PRT,chp_wte_back_pressure,electricity,kilowatt hour,609299779.237392,chp_wte_back_pressure__electricity___PRT
26,ESP,el_import,electricity,kilowatt hour,13807433646.421152,el_import__electricity___ESP
26,PRT,existing_pv,electricity,kilowatt hour,1606459566.745606,existing_pv__electricity___PRT
26,PRT,existing_wind,electricity,kilowatt hour,16743924764.070513,existing_wind__electricity___PRT
26,PRT,heat_storage_big,heat,unit,42884075.0205243,heat_storage_big__heat___PRT
26,PRT,heat_storage_small,heat,unit,2740210249.662226,heat_storage_small__heat___PRT
26,PRT,hydro_reservoir,electricity,kilowatt hour,6949126809.185993,hydro_reservoir__electricity___PRT
26,PRT,hydro_run_of_river,electricity,kilowatt hour,8440831896.737517,hydro_run_of_river__electricity___PRT
26,PRT,methane_boiler,heat,megajoule,919966866.1805048,methane_boiler__heat___PRT
26,PRT,methane_storage,methane,unit,5723.1629009858325,methane_storage__methane___PRT
26,PRT,open_field_pv,electricity,kilowatt hour,18984094876.47836,open_field_pv__electricity___PRT
26,PRT,pumped_hydro,electricity,kilowatt hour,4513549672.907391,pumped_hydro__electricity___PRT
26,PRT,roof_mounted_pv,electricity,kilowatt hour,407652372.2712902,roof_mounted_pv__electricity___PRT
26,PRT,waste_supply,waste,kilowatt hour,2572242010.924918,waste_supply__waste___PRT
26,PRT,wind_offshore,electricity,kilowatt hour,589753731.9421095,wind_offshore__electricity___PRT
26,PRT,wind_onshore,electricity,kilowatt hour,94331295262.33342,wind_onshore__electricity___PRT
27,PRT,battery,electricity,kilogram,2457871488.7499795,battery__electricity___PRT
27,PRT,biofuel_boiler,heat,megajoule,4571679882.093485,biofuel_boiler__heat___PRT
27,PRT,biofuel_supply,biofuel,kilogram,3711816674.446394,biofuel_supply__biofuel___PRT
27,PRT,biofuel_to_diesel,diesel,kilogram,129186483.46580668,biofuel_to_diesel__diesel___PRT
27,PRT,biofuel_to_methane,methane,cubic meter,245850833.98472407,biofuel_to_methane__methane___PRT
27,PRT,biofuel_to_methanol,methanol,kilogram,761786493.9728194,biofuel_to_methanol__methanol___PRT
27,PRT,ccgt,electricity,kilowatt hour,27332572.2947185,ccgt__electricity___PRT
27,PRT,chp_biofuel_extraction,electricity,kilowatt hour,457682975.629827,chp_biofuel_extraction__electricity___PRT
27,PRT,chp_methane_extraction,electricity,kilowatt hour,171606313.4198749,chp_methane_extraction__electricity___PRT
27,PRT,chp_wte_back_pressure,electricity,kilowatt hour,593511211.1789888,chp_wte_back_pressure__electricity___PRT
27,ESP,el_import,electricity,kilowatt hour,14013952917.788408,el_import__electricity___ESP
27,PRT,existing_pv,electricity,kilowatt hour,1614747741.166793,existing_pv__electricity___PRT
27,PRT,existing_wind,electricity,kilowatt hour,16782906424.597542,existing_wind__electricity___PRT
27,PRT,heat_storage_big,heat,unit,47590736.208964944,heat_storage_big__heat___PRT
27,PRT,heat_storage_small,heat,unit,2702642830.8214006,heat_storage_small__heat___PRT
27,PRT,hydro_reservoir,electricity,kilowatt hour,7000616879.068285,hydro_reservoir__electricity___PRT
27,PRT,hydro_run_of_river,electricity,kilowatt hour,8478250274.993622,hydro_run_of_river__electricity___PRT
27,PRT,methane_boiler,heat,megajoule,984542936.6637968,methane_boiler__heat___PRT
27,PRT,methane_storage,methane,unit,5678.092514149154,methane_storage__methane___PRT
27,PRT,open_field_pv,electricity,kilowatt hour,18648330767.054123,open_field_pv__electricity___PRT
27,PRT,pumped_hydro,electricity,kilowatt hour,4380859451.2387705,pumped_hydro__electricity___PRT
27,PRT,roof_mounted_pv,electricity,kilowatt hour,485169907.55934733,roof_mounted_pv__electricity___PRT
27,PRT,waste_supply,waste,kilowatt hour,2572223806.3520074,waste_supply__waste___PRT
27,PRT,wind_offshore,electricity,kilowatt hour,748483792.0664313,wind_offshore__electricity___PRT
27,PRT,wind_onshore,electricity,kilowatt hour,91372465031.0407,wind_onshore__electricity___PRT
28,PRT,battery,electricity,kilogram,1326738925.0246685,battery__electricity___PRT
28,PRT,biofuel_boiler,heat,megajoule,3626782118.018289,biofuel_boiler__heat___PRT
28,PRT,biofuel_supply,biofuel,kilogram,3246209245.205173,biofuel_supply__biofuel___PRT
28,PRT,biofuel_to_diesel,diesel,kilogram,219123096.60449806,biofuel_to_diesel__diesel___PRT
28,PRT,biofuel_to_methane,methane,cubic meter,246971876.25800464,biofuel_to_methane__methane___PRT
28,PRT,biofuel_to_methanol,methanol,kilogram,759980033.9309473,biofuel_to_methanol__methanol___PRT
28,PRT,ccgt,electricity,kilowatt hour,31647440.249246497,ccgt__electricity___PRT
28,PRT,chp_biofuel_extraction,electricity,kilowatt hour,527260559.5958114,chp_biofuel_extraction__electricity___PRT
28,PRT,chp_methane_extraction,electricity,kilowatt hour,226609792.0201554,chp_methane_extraction__electricity___PRT
28,PRT,chp_wte_back_pressure,electricity,kilowatt hour,611224764.3624868,chp_wte_back_pressure__electricity___PRT
28,ESP,el_import,electricity,kilowatt hour,13943242932.722504,el_import__electricity___ESP
28,PRT,existing_pv,electricity,kilowatt hour,1620187387.467938,existing_pv__electricity___PRT
28,PRT,existing_wind,electricity,kilowatt hour,16811316650.022839,existing_wind__electricity___PRT
28,PRT,heat_storage_big,heat,unit,45256496.9867645,heat_storage_big__heat___PRT
28,PRT,heat_storage_small,heat,unit,2789605130.282787,heat_storage_small__heat___PRT
28,PRT,hydro_reservoir,electricity,kilowatt hour,7007970578.181583,hydro_reservoir__electricity___PRT
28,PRT,hydro_run_of_river,electricity,kilowatt hour,8498628749.597874,hydro_run_of_river__electricity___PRT
28,PRT,methane_boiler,heat,megajoule,1106994805.0980968,methane_boiler__heat___PRT
28,PRT,methane_storage,methane,unit,5699.961277530745,methane_storage__methane___PRT
28,PRT,open_field_pv,electricity,kilowatt hour,18441963439.283627,open_field_pv__electricity___PRT
28,PRT,pumped_hydro,electricity,kilowatt hour,4504420630.636804,pumped_hydro__electricity___PRT
28,PRT,roof_mounted_pv,electricity,kilowatt hour,598414133.3529422,roof_mounted_pv__electricity___PRT
28,PRT,waste_supply,waste,kilowatt hour,2572237226.8656335,waste_supply__waste___PRT
28,PRT,wind_offshore,electricity,kilowatt hour,787807808.8265637,wind_offshore__electricity___PRT
28,PRT,wind_onshore,electricity,kilowatt hour,93964697424.7604,wind_onshore__electricity___PRT
29,PRT,battery,electricity,kilogram,3893706855.6692514,battery__electricity___PRT
29,PRT,biofuel_boiler,heat,megajoule,574341812.7358125,biofuel_boiler__heat___PRT
29,PRT,biofuel_supply,biofuel,kilogram,5032626880.541135,biofuel_supply__biofuel___PRT
29,PRT,biofuel_to_diesel,diesel,kilogram,110353365.09452185,biofuel_to_diesel__diesel___PRT
29,PRT,biofuel_to_methane,methane,cubic meter,246929986.65677616,biofuel_to_methane__methane___PRT
29,PRT,biofuel_to_methanol,methanol,kilogram,756527370.5111979,biofuel_to_methanol__methanol___PRT
29,PRT,ccgt,electricity,kilowatt hour,13161790.080062099,ccgt__electricity___PRT
29,PRT,chp_biofuel_extraction,electricity,kilowatt hour,192152351.3595605,chp_biofuel_extraction__electricity___PRT
29,PRT,chp_methane_extraction,electricity,kilowatt hour,85326007.15263271,chp_methane_extraction__electricity___PRT
29,PRT,chp_wte_back_pressure,electricity,kilowatt hour,598127443.3795376,chp_wte_back_pressure__electricity___PRT
29,ESP,el_import,electricity,kilowatt hour,13345515619.88363,el_import__electricity___ESP
29,PRT,existing_pv,electricity,kilowatt hour,1619713073.2559006,existing_pv__electricity___PRT
29,PRT,existing_wind,electricity,kilowatt hour,16798595252.283175,existing_wind__electricity___PRT
29,PRT,heat_storage_big,heat,unit,46079930.45091572,heat_storage_big__heat___PRT
29,PRT,heat_storage_small,heat,unit,2879952147.5404983,heat_storage_small__heat___PRT
29,PRT,hydro_reservoir,electricity,kilowatt hour,7013142238.369543,hydro_reservoir__electricity___PRT
29,PRT,hydro_run_of_river,electricity,kilowatt hour,8490595225.947693,hydro_run_of_river__electricity___PRT
29,PRT,methane_boiler,heat,megajoule,322780317.54004943,methane_boiler__heat___PRT
29,PRT,methane_storage,methane,unit,5801.601821149861,methane_storage__methane___PRT
29,PRT,open_field_pv,electricity,kilowatt hour,18186149031.94937,open_field_pv__electricity___PRT
29,PRT,pumped_hydro,electricity,kilowatt hour,4256037523.3622365,pumped_hydro__electricity___PRT
29,PRT,roof_mounted_pv,electricity,kilowatt hour,643631873.3443822,roof_mounted_pv__electricity___PRT
29,PRT,waste_supply,waste,kilowatt hour,2572222803.996384,waste_supply__waste___PRT
29,PRT,wind_offshore,electricity,kilowatt hour,922653673.3534831,wind_offshore__electricity___PRT
29,PRT,wind_onshore,electricity,kilowatt hour,86891216912.46136,wind_onshore__electricity___PRT
30,PRT,battery,electricity,kilogram,3536402251.894045,battery__electricity___PRT
30,PRT,biofuel_boiler,heat,megajoule,1985797126.397881,biofuel_boiler__heat___PRT
30,PRT,biofuel_supply,biofuel,kilogram,3026226861.4241967,biofuel_supply__biofuel___PRT
30,PRT,biofuel_to_diesel,diesel,kilogram,235356892.03565282,biofuel_to_diesel__diesel___PRT
30,PRT,biofuel_to_methane,methane,cubic meter,243513998.66266415,biofuel_to_methane__methane___PRT
30,PRT,biofuel_to_methanol,methanol,kilogram,760158036.4811351,biofuel_to_methanol__methanol___PRT
30,PRT,ccgt,electricity,kilowatt hour,24955045.8373961,ccgt__electricity___PRT
30,PRT,chp_biofuel_extraction,electricity,kilowatt hour,407593396.9592271,chp_biofuel_extraction__electricity___PRT
30,PRT,chp_methane_extraction,electricity,kilowatt hour,154953171.96070722,chp_methane_extraction__electricity___PRT
30,PRT,chp_wte_back_pressure,electricity,kilowatt hour,605182527.0824118,chp_wte_back_pressure__electricity___PRT
30,ESP,el_import,electricity,kilowatt hour,14525376490.840357,el_import__electricity___ESP
30,PRT,existing_pv,electricity,kilowatt hour,1614063187.725143,existing_pv__electricity___PRT
30,PRT,existing_wind,electricity,kilowatt hour,16769889664.308153,existing_wind__electricity___PRT
30,PRT,heat_storage_big,heat,unit,46625164.98620554,heat_storage_big__heat___PRT
30,PRT,heat_storage_small,heat,unit,2768746201.3212457,heat_storage_small__heat___PRT
30,PRT,hydro_reservoir,electricity,kilowatt hour,6973832896.7162,hydro_reservoir__electricity___PRT
30,PRT,hydro_run_of_river,electricity,kilowatt hour,8460473121.963206,hydro_run_of_river__electricity___PRT
30,PRT,methane_boiler,heat,megajoule,807648440.5501696,methane_boiler__heat___PRT
30,PRT,methane_storage,methane,unit,5652.38396646777,methane_storage__methane___PRT
30,PRT,open_field_pv,electricity,kilowatt hour,18460675035.160927,open_field_pv__electricity___PRT
30,PRT,pumped_hydro,electricity,kilowatt hour,4297532726.4679785,pumped_hydro__electricity___PRT
30,PRT,roof_mounted_pv,electricity,kilowatt hour,639282102.2857145,roof_mounted_pv__electricity___PRT
30,PRT,waste_supply,waste,kilowatt hour,2572223316.5603356,waste_supply__waste___PRT
30,PRT,wind_offshore,electricity,kilowatt hour,1110307900.2813516,wind_offshore__electricity___PRT
30,PRT,wind_onshore,electricity,kilowatt hour,92558547905.64209,wind_onshore__electricity___PRT
31,PRT,battery,electricity,kilogram,3514065210.8638005,battery__electricity___PRT
31,PRT,biofuel_boiler,heat,megajoule,4403691441.683733,biofuel_boiler__heat___PRT
31,PRT,biofuel_supply,biofuel,kilogram,3617128145.7940297,biofuel_supply__biofuel___PRT
31,PRT,biofuel_to_diesel,diesel,kilogram,151625030.47250167,biofuel_to_diesel__diesel___PRT
31,PRT,biofuel_to_methane,methane,cubic meter,247629664.35601905,biofuel_to_methane__methane___PRT
31,PRT,biofuel_to_methanol,methanol,kilogram,761141382.8175695,biofuel_to_methanol__methanol___PRT
31,PRT,ccgt,electricity,kilowatt hour,29020630.8714032,ccgt__electricity___PRT
31,PRT,chp_biofuel_extraction,electricity,kilowatt hour,510005029.552923,chp_biofuel_extraction__electricity___PRT
31,PRT,chp_methane_extraction,electricity,kilowatt hour,220075370.4885771,chp_methane_extraction__electricity___PRT
31,PRT,chp_wte_back_pressure,electricity,kilowatt hour,607401397.4661417,chp_wte_back_pressure__electricity___PRT
31,ESP,el_import,electricity,kilowatt hour,14113172112.884037,el_import__electricity___ESP
31,PRT,existing_pv,electricity,kilowatt hour,1620112035.0383754,existing_pv__electricity___PRT
31,PRT,existing_wind,electricity,kilowatt hour,16795605830.183878,existing_wind__electricity___PRT
31,PRT,heat_storage_big,heat,unit,45289354.44232495,heat_storage_big__heat___PRT
31,PRT,heat_storage_small,heat,unit,2716861825.845902,heat_storage_small__heat___PRT
31,PRT,hydro_reservoir,electricity,kilowatt hour,7015969397.239888,hydro_reservoir__electricity___PRT
31,PRT,hydro_run_of_river,electricity,kilowatt hour,8486967442.025976,hydro_run_of_river__electricity___PRT
31,PRT,methane_boiler,heat,megajoule,1139004218.0716226,methane_boiler__heat___PRT
31,PRT,methane_storage,methane,unit,5723.276603017,methane_storage__methane___PRT
31,PRT,open_field_pv,electricity,kilowatt hour,18833161956.032436,open_field_pv__electricity___PRT
31,PRT,pumped_hydro,electricity,kilowatt hour,4383408617.387778,pumped_hydro__electricity___PRT
31,PRT,roof_mounted_pv,electricity,kilowatt hour,649480372.7813445,roof_mounted_pv__electricity___PRT
31,PRT,waste_supply,waste,kilowatt hour,2572222663.5591936,waste_supply__waste___PRT
31,PRT,wind_offshore,electricity,kilowatt hour,1097765590.4489512,wind_offshore__electricity___PRT
31,PRT,wind_onshore,electricity,kilowatt hour,91283882740.43283,wind_onshore__electricity___PRT
32,PRT,battery,electricity,kilogram,2088432204.3624785,battery__electricity___PRT
32,PRT,biofuel_boiler,heat,megajoule,2399614887.03275,biofuel_boiler__heat___PRT
32,PRT,biofuel_supply,biofuel,kilogram,3499782618.5298524,biofuel_supply__biofuel___PRT
32,PRT,biofuel_to_diesel,diesel,kilogram,140009155.6737562,biofuel_to_diesel__diesel___PRT
32,PRT,biofuel_to_methane,methane,cubic meter,243860179.3955918,biofuel_to_methane__methane___PRT
32,PRT,biofuel_to_methanol,methanol,kilogram,763175674.4217243,biofuel_to_methanol__methanol___PRT
32,PRT,ccgt,electricity,kilowatt hour,23738158.008987904,ccgt__electricity___PRT
32,PRT,chp_biofuel_extraction,electricity,kilowatt hour,334731901.78199446,chp_biofuel_extraction__electricity___PRT
32,PRT,chp_methane_extraction,electricity,kilowatt hour,95384517.2498229,chp_methane_extraction__electricity___PRT
32,PRT,chp_wte_back_pressure,electricity,kilowatt hour,578756608.2253801,chp_wte_back_pressure__electricity___PRT
32,ESP,el_import,electricity,kilowatt hour,14673719700.04646,el_import__electricity___ESP
32,PRT,existing_pv,electricity,kilowatt hour,1633911001.921424,existing_pv__electricity___PRT
32,PRT,existing_wind,electricity,kilowatt hour,16823103405.327938,existing_wind__electricity___PRT
32,PRT,heat_storage_big,heat,unit,44612858.85327216,heat_storage_big__heat___PRT
32,PRT,heat_storage_small,heat,unit,2727042941.9575777,heat_storage_small__heat___PRT
32,PRT,hydro_reservoir,electricity,kilowatt hour,7039264251.176353,hydro_reservoir__electricity___PRT
32,PRT,hydro_run_of_river,electricity,kilowatt hour,8506058890.818236,hydro_run_of_river__electricity___PRT
32,PRT,methane_boiler,heat,megajoule,550752255.9879602,methane_boiler__heat___PRT
32,PRT,methane_storage,methane,unit,5717.018233701996,methane_storage__methane___PRT
32,PRT,open_field_pv,electricity,kilowatt hour,17650519090.244083,open_field_pv__electricity___PRT
32,PRT,pumped_hydro,electricity,kilowatt hour,4028686319.6410875,pumped_hydro__electricity___PRT
32,PRT,roof_mounted_pv,electricity,kilowatt hour,368547592.3190104,roof_mounted_pv__electricity___PRT
32,PRT,waste_supply,waste,kilowatt hour,2572222568.744481,waste_supply__waste___PRT
32,PRT,wind_offshore,electricity,kilowatt hour,1140115694.7054586,wind_offshore__electricity___PRT
32,PRT,wind_onshore,electricity,kilowatt hour,90977988213.39969,wind_onshore__electricity___PRT
33,PRT,battery,electricity,kilogram,2875639538.9917235,battery__electricity___PRT
33,PRT,biofuel_boiler,heat,megajoule,5082626459.19282,biofuel_boiler__heat___PRT
33,PRT,biofuel_supply,biofuel,kilogram,3807087506.119199,biofuel_supply__biofuel___PRT
33,PRT,biofuel_to_diesel,diesel,kilogram,124549760.77311906,biofuel_to_diesel__diesel___PRT
33,PRT,biofuel_to_methane,methane,cubic meter,247983462.4655723,biofuel_to_methane__methane___PRT
33,PRT,biofuel_to_methanol,methanol,kilogram,758276200.2187371,biofuel_to_methanol__methanol___PRT
