scenarios,locs,techs,carriers,units,flow_out_sum,aliases
106,PRT,existing_pv,electricity,kilowatt hour,1706609268.724511,existing_pv__electricity___PRT
106,PRT,existing_wind,electricity,kilowatt hour,17023968002.065022,existing_wind__electricity___PRT
106,PRT,heat_storage_big,heat,unit,103714.61061528948,heat_storage_big__heat___PRT
106,PRT,heat_storage_small,heat,unit,11328086.846628835,heat_storage_small__heat___PRT
106,PRT,hydro_reservoir,electricity,kilowatt hour,7018867161.868356,hydro_reservoir__electricity___PRT
106,PRT,hydro_run_of_river,electricity,kilowatt hour,8386847227.852668,hydro_run_of_river__electricity___PRT
106,PRT,methane_boiler,heat,megajoule,1831326.4069131599,methane_boiler__heat___PRT
106,PRT,methane_storage,methane,unit,5642.058873810775,methane_storage__methane___PRT
106,PRT,open_field_pv,electricity,kilowatt hour,78564187043.36375,open_field_pv__electricity___PRT
106,PRT,pumped_hydro,electricity,kilowatt hour,7177287842.3859215,pumped_hydro__electricity___PRT
106,PRT,roof_mounted_pv,electricity,kilowatt hour,2374092.38217376,roof_mounted_pv__electricity___PRT
106,PRT,waste_supply,waste,kilowatt hour,2572222459.0184503,waste_supply__waste___PRT
106,PRT,wind_offshore,electricity,kilowatt hour,27265861556.542233,wind_offshore__electricity___PRT
106,PRT,wind_onshore,electricity,kilowatt hour,6748461315.19102,wind_onshore__electricity___PRT
107,PRT,battery,electricity,kilogram,11358758800.329292,battery__electricity___PRT
107,PRT,biofuel_boiler,heat,megajoule,4787132.334456961,biofuel_boiler__heat___PRT
107,PRT,biofuel_supply,biofuel,kilogram,2842867593.863654,biofuel_supply__biofuel___PRT
107,PRT,biofuel_to_diesel,diesel,kilogram,226146062.23191792,biofuel_to_diesel__diesel___PRT
107,PRT,biofuel_to_methane,methane,cubic meter,240973673.2113907,biofuel_to_methane__methane___PRT
107,PRT,biofuel_to_methanol,methanol,kilogram,776493598.6274981,biofuel_to_methanol__methanol___PRT
107,PRT,ccgt,electricity,kilowatt hour,36030.90347108567,ccgt__electricity___PRT
107,PRT,chp_biofuel_extraction,electricity,kilowatt hour,781094.3729318,chp_biofuel_extraction__electricity___PRT
107,PRT,chp_methane_extraction,electricity,kilowatt hour,243068.17541541677,chp_methane_extraction__electricity___PRT
107,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558216433.3279607,chp_wte_back_pressure__electricity___PRT
107,ESP,el_import,electricity,kilowatt hour,16218832193.647587,el_import__electricity___ESP
107,PRT,existing_pv,electricity,kilowatt hour,1706908944.0232966,existing_pv__electricity___PRT
107,PRT,existing_wind,electricity,kilowatt hour,17024419603.950638,existing_wind__electricity___PRT
107,PRT,heat_storage_big,heat,unit,86518.03936755139,heat_storage_big__heat___PRT
107,PRT,heat_storage_small,heat,unit,10309935.733636467,heat_storage_small__heat___PRT
107,PRT,hydro_reservoir,electricity,kilowatt hour,7036460690.926569,hydro_reservoir__electricity___PRT
107,PRT,hydro_run_of_river,electricity,kilowatt hour,8426356396.449842,hydro_run_of_river__electricity___PRT
107,PRT,methane_boiler,heat,megajoule,1283067.5540392802,methane_boiler__heat___PRT
107,PRT,methane_storage,methane,unit,5719.335218257736,methane_storage__methane___PRT
107,PRT,open_field_pv,electricity,kilowatt hour,73266254292.41219,open_field_pv__electricity___PRT
107,PRT,pumped_hydro,electricity,kilowatt hour,6609657219.924975,pumped_hydro__electricity___PRT
107,PRT,roof_mounted_pv,electricity,kilowatt hour,2038457.1477562275,roof_mounted_pv__electricity___PRT
107,PRT,waste_supply,waste,kilowatt hour,2572222308.27947,waste_supply__waste___PRT
107,PRT,wind_offshore,electricity,kilowatt hour,27045538649.62566,wind_offshore__electricity___PRT
107,PRT,wind_onshore,electricity,kilowatt hour,11338319555.657972,wind_onshore__electricity___PRT
108,PRT,battery,electricity,kilogram,10424973121.033354,battery__electricity___PRT
108,PRT,biofuel_boiler,heat,megajoule,4474945.40923008,biofuel_boiler__heat___PRT
108,PRT,biofuel_supply,biofuel,kilogram,2842836035.0546045,biofuel_supply__biofuel___PRT
108,PRT,biofuel_to_diesel,diesel,kilogram,226146626.67542094,biofuel_to_diesel__diesel___PRT
108,PRT,biofuel_to_methane,methane,cubic meter,240973887.39719638,biofuel_to_methane__methane___PRT
108,PRT,biofuel_to_methanol,methanol,kilogram,776493957.8485686,biofuel_to_methanol__methanol___PRT
108,PRT,ccgt,electricity,kilowatt hour,31795.29252717384,ccgt__electricity___PRT
108,PRT,chp_biofuel_extraction,electricity,kilowatt hour,685167.8801819443,chp_biofuel_extraction__electricity___PRT
108,PRT,chp_methane_extraction,electricity,kilowatt hour,231873.21891036056,chp_methane_extraction__electricity___PRT
108,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558217989.2115757,chp_wte_back_pressure__electricity___PRT
108,ESP,el_import,electricity,kilowatt hour,18316630057.65879,el_import__electricity___ESP
108,PRT,existing_pv,electricity,kilowatt hour,1707003727.385226,existing_pv__electricity___PRT
108,PRT,existing_wind,electricity,kilowatt hour,17024610732.962572,existing_wind__electricity___PRT
108,PRT,heat_storage_big,heat,unit,75247.28552937909,heat_storage_big__heat___PRT
108,PRT,heat_storage_small,heat,unit,7301569.53681681,heat_storage_small__heat___PRT
108,PRT,hydro_reservoir,electricity,kilowatt hour,7025273902.438015,hydro_reservoir__electricity___PRT
108,PRT,hydro_run_of_river,electricity,kilowatt hour,8401284739.377575,hydro_run_of_river__electricity___PRT
108,PRT,methane_boiler,heat,megajoule,1133974.8486444468,methane_boiler__heat___PRT
108,PRT,methane_storage,methane,unit,5744.82188247098,methane_storage__methane___PRT
108,PRT,open_field_pv,electricity,kilowatt hour,73741823841.98853,open_field_pv__electricity___PRT
108,PRT,pumped_hydro,electricity,kilowatt hour,6596271213.108694,pumped_hydro__electricity___PRT
108,PRT,roof_mounted_pv,electricity,kilowatt hour,2157631.953314145,roof_mounted_pv__electricity___PRT
108,PRT,waste_supply,waste,kilowatt hour,2572222407.4873576,waste_supply__waste___PRT
108,PRT,wind_offshore,electricity,kilowatt hour,21492765503.256676,wind_offshore__electricity___PRT
108,PRT,wind_onshore,electricity,kilowatt hour,13752078342.947195,wind_onshore__electricity___PRT
109,PRT,battery,electricity,kilogram,10306758728.770922,battery__electricity___PRT
109,PRT,biofuel_boiler,heat,megajoule,9417764.5398792,biofuel_boiler__heat___PRT
109,PRT,biofuel_supply,biofuel,kilogram,2843353463.740792,biofuel_supply__biofuel___PRT
109,PRT,biofuel_to_diesel,diesel,kilogram,226173639.61051106,biofuel_to_diesel__diesel___PRT
109,PRT,biofuel_to_methane,methane,cubic meter,240977813.75318632,biofuel_to_methane__methane___PRT
109,PRT,biofuel_to_methanol,methanol,kilogram,776471287.5940597,biofuel_to_methanol__methanol___PRT
109,PRT,ccgt,electricity,kilowatt hour,81588.43504097307,ccgt__electricity___PRT
109,PRT,chp_biofuel_extraction,electricity,kilowatt hour,1809087.3748801001,chp_biofuel_extraction__electricity___PRT
109,PRT,chp_methane_extraction,electricity,kilowatt hour,566013.6775980211,chp_methane_extraction__electricity___PRT
109,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558274730.4393169,chp_wte_back_pressure__electricity___PRT
109,ESP,el_import,electricity,kilowatt hour,19812907506.528313,el_import__electricity___ESP
109,PRT,existing_pv,electricity,kilowatt hour,1706486342.2822142,existing_pv__electricity___PRT
109,PRT,existing_wind,electricity,kilowatt hour,17023705595.390076,existing_wind__electricity___PRT
109,PRT,heat_storage_big,heat,unit,162483.85834365513,heat_storage_big__heat___PRT
109,PRT,heat_storage_small,heat,unit,16347895.901647085,heat_storage_small__heat___PRT
109,PRT,hydro_reservoir,electricity,kilowatt hour,7024999385.469541,hydro_reservoir__electricity___PRT
109,PRT,hydro_run_of_river,electricity,kilowatt hour,8406456977.541516,hydro_run_of_river__electricity___PRT
109,PRT,methane_boiler,heat,megajoule,2763489.00046428,methane_boiler__heat___PRT
109,PRT,methane_storage,methane,unit,5626.406514235628,methane_storage__methane___PRT
109,PRT,open_field_pv,electricity,kilowatt hour,74914183765.52014,open_field_pv__electricity___PRT
109,PRT,pumped_hydro,electricity,kilowatt hour,6727913465.846976,pumped_hydro__electricity___PRT
109,PRT,roof_mounted_pv,electricity,kilowatt hour,9432768.132312817,roof_mounted_pv__electricity___PRT
109,PRT,waste_supply,waste,kilowatt hour,2572223043.034667,waste_supply__waste___PRT
109,PRT,wind_offshore,electricity,kilowatt hour,19888111081.97729,wind_offshore__electricity___PRT
109,PRT,wind_onshore,electricity,kilowatt hour,12555436721.279259,wind_onshore__electricity___PRT
110,PRT,battery,electricity,kilogram,10346044903.798061,battery__electricity___PRT
110,PRT,biofuel_boiler,heat,megajoule,7715721.69520524,biofuel_boiler__heat___PRT
110,PRT,biofuel_supply,biofuel,kilogram,2843203168.282335,biofuel_supply__biofuel___PRT
110,PRT,biofuel_to_diesel,diesel,kilogram,226155055.09910026,biofuel_to_diesel__diesel___PRT
110,PRT,biofuel_to_methane,methane,cubic meter,240977688.58718586,biofuel_to_methane__methane___PRT
110,PRT,biofuel_to_methanol,methanol,kilogram,776477923.0794288,biofuel_to_methanol__methanol___PRT
110,PRT,ccgt,electricity,kilowatt hour,66957.27822968454,ccgt__electricity___PRT
110,PRT,chp_biofuel_extraction,electricity,kilowatt hour,1568896.2328591,chp_biofuel_extraction__electricity___PRT
110,PRT,chp_methane_extraction,electricity,kilowatt hour,488001.68929342815,chp_methane_extraction__electricity___PRT
110,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558267944.9047129,chp_wte_back_pressure__electricity___PRT
110,ESP,el_import,electricity,kilowatt hour,20111740456.87428,el_import__electricity___ESP
110,PRT,existing_pv,electricity,kilowatt hour,1706541725.49154,existing_pv__electricity___PRT
110,PRT,existing_wind,electricity,kilowatt hour,17023888173.899035,existing_wind__electricity___PRT
110,PRT,heat_storage_big,heat,unit,168404.5795652822,heat_storage_big__heat___PRT
110,PRT,heat_storage_small,heat,unit,22576704.22955604,heat_storage_small__heat___PRT
110,PRT,hydro_reservoir,electricity,kilowatt hour,7029594470.088178,hydro_reservoir__electricity___PRT
110,PRT,hydro_run_of_river,electricity,kilowatt hour,8417464310.544687,hydro_run_of_river__electricity___PRT
110,PRT,methane_boiler,heat,megajoule,2178832.39466148,methane_boiler__heat___PRT
110,PRT,methane_storage,methane,unit,5697.4613557077255,methane_storage__methane___PRT
110,PRT,open_field_pv,electricity,kilowatt hour,69719267561.78207,open_field_pv__electricity___PRT
110,PRT,pumped_hydro,electricity,kilowatt hour,6755135089.067996,pumped_hydro__electricity___PRT
110,PRT,roof_mounted_pv,electricity,kilowatt hour,4902217274.728029,roof_mounted_pv__electricity___PRT
110,PRT,waste_supply,waste,kilowatt hour,2572222444.7722754,waste_supply__waste___PRT
110,PRT,wind_offshore,electricity,kilowatt hour,12519638956.130974,wind_offshore__electricity___PRT
110,PRT,wind_onshore,electricity,kilowatt hour,19804597311.146782,wind_onshore__electricity___PRT
111,PRT,battery,electricity,kilogram,8203501837.160637,battery__electricity___PRT
111,PRT,biofuel_boiler,heat,megajoule,5709074.346438119,biofuel_boiler__heat___PRT
111,PRT,biofuel_supply,biofuel,kilogram,103669117.91402619,biofuel_supply__biofuel___PRT
111,PRT,biofuel_to_diesel,diesel,kilogram,71556949.85899357,biofuel_to_diesel__diesel___PRT
111,PRT,biofuel_to_methane,methane,cubic meter,50294.27867476244,biofuel_to_methane__methane___PRT
111,PRT,biofuel_to_methanol,methanol,kilogram,417464.19787997217,biofuel_to_methanol__methanol___PRT
111,PRT,ccgt,electricity,kilowatt hour,533754.9755922001,ccgt__electricity___PRT
111,PRT,chp_biofuel_extraction,electricity,kilowatt hour,3113636.0679845004,chp_biofuel_extraction__electricity___PRT
111,PRT,chp_methane_extraction,electricity,kilowatt hour,4021942.4455058,chp_methane_extraction__electricity___PRT
111,PRT,chp_wte_back_pressure,electricity,kilowatt hour,559112881.9144347,chp_wte_back_pressure__electricity___PRT
111,ESP,el_import,electricity,kilowatt hour,8846405752.288994,el_import__electricity___ESP
111,PRT,existing_pv,electricity,kilowatt hour,1686377310.103456,existing_pv__electricity___PRT
111,PRT,existing_wind,electricity,kilowatt hour,16918763687.780264,existing_wind__electricity___PRT
111,PRT,heat_storage_big,heat,unit,1026462.8348061182,heat_storage_big__heat___PRT
111,PRT,heat_storage_small,heat,unit,444269296.42856896,heat_storage_small__heat___PRT
111,PRT,hydro_reservoir,electricity,kilowatt hour,6989055669.461634,hydro_reservoir__electricity___PRT
111,PRT,hydro_run_of_river,electricity,kilowatt hour,7425697980.494912,hydro_run_of_river__electricity___PRT
111,PRT,methane_boiler,heat,megajoule,19162351.5605046,methane_boiler__heat___PRT
111,PRT,methane_storage,methane,unit,5672.976225157873,methane_storage__methane___PRT
111,PRT,open_field_pv,electricity,kilowatt hour,73025703947.05269,open_field_pv__electricity___PRT
111,PRT,pumped_hydro,electricity,kilowatt hour,7166637493.508181,pumped_hydro__electricity___PRT
111,PRT,roof_mounted_pv,electricity,kilowatt hour,15495517.720994445,roof_mounted_pv__electricity___PRT
111,PRT,waste_supply,waste,kilowatt hour,2572222778.7871556,waste_supply__waste___PRT
111,PRT,wind_offshore,electricity,kilowatt hour,1370285.7625786276,wind_offshore__electricity___PRT
111,PRT,wind_onshore,electricity,kilowatt hour,86038531033.70569,wind_onshore__electricity___PRT
112,PRT,battery,electricity,kilogram,4329698807.302856,battery__electricity___PRT
112,PRT,biofuel_boiler,heat,megajoule,73171974.91088016,biofuel_boiler__heat___PRT
112,PRT,biofuel_supply,biofuel,kilogram,336745059.13519424,biofuel_supply__biofuel___PRT
112,PRT,biofuel_to_diesel,diesel,kilogram,228238498.87579733,biofuel_to_diesel__diesel___PRT
112,PRT,biofuel_to_methane,methane,cubic meter,184608.34983472433,biofuel_to_methane__methane___PRT
112,PRT,biofuel_to_methanol,methanol,kilogram,2078800.4665370865,biofuel_to_methanol__methanol___PRT
112,PRT,ccgt,electricity,kilowatt hour,3369346.2432184,ccgt__electricity___PRT
112,PRT,chp_biofuel_extraction,electricity,kilowatt hour,30420538.6500042,chp_biofuel_extraction__electricity___PRT
112,PRT,chp_methane_extraction,electricity,kilowatt hour,23802581.4234568,chp_methane_extraction__electricity___PRT
112,PRT,chp_wte_back_pressure,electricity,kilowatt hour,563605384.9380485,chp_wte_back_pressure__electricity___PRT
112,ESP,el_import,electricity,kilowatt hour,8275729583.256919,el_import__electricity___ESP
112,PRT,existing_pv,electricity,kilowatt hour,1679515006.9456813,existing_pv__electricity___PRT
112,PRT,existing_wind,electricity,kilowatt hour,16938777206.34566,existing_wind__electricity___PRT
112,PRT,heat_storage_big,heat,unit,5986322.314475749,heat_storage_big__heat___PRT
112,PRT,heat_storage_small,heat,unit,2098470308.8928618,heat_storage_small__heat___PRT
112,PRT,hydro_reservoir,electricity,kilowatt hour,7037872412.718925,hydro_reservoir__electricity___PRT
112,PRT,hydro_run_of_river,electricity,kilowatt hour,8502389733.991088,hydro_run_of_river__electricity___PRT
112,PRT,methane_boiler,heat,megajoule,110028748.6977354,methane_boiler__heat___PRT
112,PRT,methane_storage,methane,unit,5678.509147496369,methane_storage__methane___PRT
112,PRT,open_field_pv,electricity,kilowatt hour,58757245038.317444,open_field_pv__electricity___PRT
112,PRT,pumped_hydro,electricity,kilowatt hour,4842488361.322707,pumped_hydro__electricity___PRT
112,PRT,roof_mounted_pv,electricity,kilowatt hour,168168472.96903828,roof_mounted_pv__electricity___PRT
112,PRT,waste_supply,waste,kilowatt hour,2572233550.8659916,waste_supply__waste___PRT
112,PRT,wind_offshore,electricity,kilowatt hour,18344807.883096006,wind_offshore__electricity___PRT
112,PRT,wind_onshore,electricity,kilowatt hour,91917450483.85896,wind_onshore__electricity___PRT
113,PRT,battery,electricity,kilogram,4451026473.119824,battery__electricity___PRT
113,PRT,biofuel_boiler,heat,megajoule,42958815.98757048,biofuel_boiler__heat___PRT
113,PRT,biofuel_supply,biofuel,kilogram,331355790.8421963,biofuel_supply__biofuel___PRT
113,PRT,biofuel_to_diesel,diesel,kilogram,226633049.84011868,biofuel_to_diesel__diesel___PRT
113,PRT,biofuel_to_methane,methane,cubic meter,108243.67974952632,biofuel_to_methane__methane___PRT
113,PRT,biofuel_to_methanol,methanol,kilogram,2525359.467310777,biofuel_to_methanol__methanol___PRT
113,PRT,ccgt,electricity,kilowatt hour,1320127.8736338,ccgt__electricity___PRT
113,PRT,chp_biofuel_extraction,electricity,kilowatt hour,15957091.1521937,chp_biofuel_extraction__electricity___PRT
113,PRT,chp_methane_extraction,electricity,kilowatt hour,7593947.634943799,chp_methane_extraction__electricity___PRT
113,PRT,chp_wte_back_pressure,electricity,kilowatt hour,560008768.3664694,chp_wte_back_pressure__electricity___PRT
113,ESP,el_import,electricity,kilowatt hour,11257345755.832954,el_import__electricity___ESP
113,PRT,existing_pv,electricity,kilowatt hour,1674053418.0138073,existing_pv__electricity___PRT
113,PRT,existing_wind,electricity,kilowatt hour,16957144938.607225,existing_wind__electricity___PRT
113,PRT,heat_storage_big,heat,unit,4235559.2268478945,heat_storage_big__heat___PRT
113,PRT,heat_storage_small,heat,unit,1485990222.3228729,heat_storage_small__heat___PRT
113,PRT,hydro_reservoir,electricity,kilowatt hour,7005834549.443052,hydro_reservoir__electricity___PRT
113,PRT,hydro_run_of_river,electricity,kilowatt hour,8443886995.700265,hydro_run_of_river__electricity___PRT
113,PRT,methane_boiler,heat,megajoule,32888344.154867638,methane_boiler__heat___PRT
113,PRT,methane_storage,methane,unit,5700.582559221784,methane_storage__methane___PRT
113,PRT,open_field_pv,electricity,kilowatt hour,51442304338.12878,open_field_pv__electricity___PRT
113,PRT,pumped_hydro,electricity,kilowatt hour,4208705087.955319,pumped_hydro__electricity___PRT
113,PRT,roof_mounted_pv,electricity,kilowatt hour,81407864.16592398,roof_mounted_pv__electricity___PRT
113,PRT,waste_supply,waste,kilowatt hour,2572223148.185515,waste_supply__waste___PRT
113,PRT,wind_offshore,electricity,kilowatt hour,8758325.16762224,wind_offshore__electricity___PRT
113,PRT,wind_onshore,electricity,kilowatt hour,91786811426.4932,wind_onshore__electricity___PRT
114,PRT,battery,electricity,kilogram,2227508307.0509486,battery__electricity___PRT
114,PRT,biofuel_boiler,heat,megajoule,69690100.64064948,biofuel_boiler__heat___PRT
114,PRT,biofuel_supply,biofuel,kilogram,1150533267.6083043,biofuel_supply__biofuel___PRT
114,PRT,biofuel_to_diesel,diesel,kilogram,227204562.44883755,biofuel_to_diesel__diesel___PRT
114,PRT,biofuel_to_methane,methane,cubic meter,363178.9168071538,biofuel_to_methane__methane___PRT
114,PRT,biofuel_to_methanol,methanol,kilogram,740690998.0315773,biofuel_to_methanol__methanol___PRT
114,PRT,ccgt,electricity,kilowatt hour,1574125.0696127,ccgt__electricity___PRT
114,PRT,chp_biofuel_extraction,electricity,kilowatt hour,25959538.5551983,chp_biofuel_extraction__electricity___PRT
114,PRT,chp_methane_extraction,electricity,kilowatt hour,11708115.0925783,chp_methane_extraction__electricity___PRT
114,PRT,chp_wte_back_pressure,electricity,kilowatt hour,561150543.5488813,chp_wte_back_pressure__electricity___PRT
114,ESP,el_import,electricity,kilowatt hour,13144052639.474344,el_import__electricity___ESP
114,PRT,existing_pv,electricity,kilowatt hour,1667554324.092831,existing_pv__electricity___PRT
114,PRT,existing_wind,electricity,kilowatt hour,16935594680.798357,existing_wind__electricity___PRT
114,PRT,heat_storage_big,heat,unit,3905694.100183946,heat_storage_big__heat___PRT
114,PRT,heat_storage_small,heat,unit,531872298.41835785,heat_storage_small__heat___PRT
114,PRT,hydro_reservoir,electricity,kilowatt hour,7010476793.50869,hydro_reservoir__electricity___PRT
114,PRT,hydro_run_of_river,electricity,kilowatt hour,8456329653.330888,hydro_run_of_river__electricity___PRT
114,PRT,methane_boiler,heat,megajoule,46749121.23292345,methane_boiler__heat___PRT
114,PRT,methane_storage,methane,unit,5704.675305231104,methane_storage__methane___PRT
114,PRT,open_field_pv,electricity,kilowatt hour,53247000231.879684,open_field_pv__electricity___PRT
114,PRT,pumped_hydro,electricity,kilowatt hour,5871889547.357767,pumped_hydro__electricity___PRT
114,PRT,roof_mounted_pv,electricity,kilowatt hour,166841150.44110504,roof_mounted_pv__electricity___PRT
114,PRT,waste_supply,waste,kilowatt hour,2572224984.760793,waste_supply__waste___PRT
114,PRT,wind_offshore,electricity,kilowatt hour,14290439.564069873,wind_offshore__electricity___PRT
114,PRT,wind_onshore,electricity,kilowatt hour,79816232085.9754,wind_onshore__electricity___PRT
115,PRT,battery,electricity,kilogram,8169541995.985652,battery__electricity___PRT
115,PRT,biofuel_boiler,heat,megajoule,8517049.76598156,biofuel_boiler__heat___PRT
115,PRT,biofuel_supply,biofuel,kilogram,1871669689.2830665,biofuel_supply__biofuel___PRT
115,PRT,biofuel_to_diesel,diesel,kilogram,226250387.22990856,biofuel_to_diesel__diesel___PRT
115,PRT,biofuel_to_methane,methane,cubic meter,100192752.87610555,biofuel_to_methane__methane___PRT
115,PRT,biofuel_to_methanol,methanol,kilogram,776323221.3438152,biofuel_to_methanol__methanol___PRT
115,PRT,ccgt,electricity,kilowatt hour,190283.71429360862,ccgt__electricity___PRT
115,PRT,chp_biofuel_extraction,electricity,kilowatt hour,2701417.2356949,chp_biofuel_extraction__electricity___PRT
115,PRT,chp_methane_extraction,electricity,kilowatt hour,1005081.0947247,chp_methane_extraction__electricity___PRT
115,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558428886.1731051,chp_wte_back_pressure__electricity___PRT
115,ESP,el_import,electricity,kilowatt hour,13679285678.572989,el_import__electricity___ESP
115,PRT,existing_pv,electricity,kilowatt hour,1639504051.4655612,existing_pv__electricity___PRT
115,PRT,existing_wind,electricity,kilowatt hour,16960283231.153944,existing_wind__electricity___PRT
115,PRT,heat_storage_big,heat,unit,319861.8286417108,heat_storage_big__heat___PRT
115,PRT,heat_storage_small,heat,unit,110308076.16827011,heat_storage_small__heat___PRT
115,PRT,hydro_reservoir,electricity,kilowatt hour,7091402046.964723,hydro_reservoir__electricity___PRT
115,PRT,hydro_run_of_river,electricity,kilowatt hour,8543791472.867148,hydro_run_of_river__electricity___PRT
115,PRT,methane_boiler,heat,megajoule,4035154.04697168,methane_boiler__heat___PRT
115,PRT,methane_storage,methane,unit,5695.319689199198,methane_storage__methane___PRT
115,PRT,open_field_pv,electricity,kilowatt hour,61534083012.58864,open_field_pv__electricity___PRT
115,PRT,pumped_hydro,electricity,kilowatt hour,7000554779.39939,pumped_hydro__electricity___PRT
115,PRT,roof_mounted_pv,electricity,kilowatt hour,10822487.766439334,roof_mounted_pv__electricity___PRT
115,PRT,waste_supply,waste,kilowatt hour,2572223071.2875032,waste_supply__waste___PRT
115,PRT,wind_offshore,electricity,kilowatt hour,1779800.2156840642,wind_offshore__electricity___PRT
115,PRT,wind_onshore,electricity,kilowatt hour,63460244550.50897,wind_onshore__electricity___PRT
116,PRT,battery,electricity,kilogram,6920230687.382633,battery__electricity___PRT
116,PRT,biofuel_boiler,heat,megajoule,9286906.334630402,biofuel_boiler__heat___PRT
116,PRT,biofuel_supply,biofuel,kilogram,2109110090.810695,biofuel_supply__biofuel___PRT
116,PRT,biofuel_to_diesel,diesel,kilogram,226259487.5947617,biofuel_to_diesel__diesel___PRT
116,PRT,biofuel_to_methane,methane,cubic meter,134590091.79098105,biofuel_to_methane__methane___PRT
116,PRT,biofuel_to_methanol,methanol,kilogram,776329589.9217559,biofuel_to_methanol__methanol___PRT
116,PRT,ccgt,electricity,kilowatt hour,1805450.29397687,ccgt__electricity___PRT
116,PRT,chp_biofuel_extraction,electricity,kilowatt hour,2835250.7490794,chp_biofuel_extraction__electricity___PRT
116,PRT,chp_methane_extraction,electricity,kilowatt hour,1043478.6200372,chp_methane_extraction__electricity___PRT
116,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558437302.5063504,chp_wte_back_pressure__electricity___PRT
116,ESP,el_import,electricity,kilowatt hour,13726656109.661875,el_import__electricity___ESP
116,PRT,existing_pv,electricity,kilowatt hour,1698313714.521885,existing_pv__electricity___PRT
116,PRT,existing_wind,electricity,kilowatt hour,16965271819.293314,existing_wind__electricity___PRT
116,PRT,heat_storage_big,heat,unit,347413.9521059449,heat_storage_big__heat___PRT
116,PRT,heat_storage_small,heat,unit,438456502.66140157,heat_storage_small__heat___PRT
116,PRT,hydro_reservoir,electricity,kilowatt hour,7090785600.883144,hydro_reservoir__electricity___PRT
116,PRT,hydro_run_of_river,electricity,kilowatt hour,8568321031.127812,hydro_run_of_river__electricity___PRT
116,PRT,methane_boiler,heat,megajoule,4290742.1005538395,methane_boiler__heat___PRT
116,PRT,methane_storage,methane,unit,5720.006945278968,methane_storage__methane___PRT
116,PRT,open_field_pv,electricity,kilowatt hour,56652585696.72154,open_field_pv__electricity___PRT
116,PRT,pumped_hydro,electricity,kilowatt hour,6305895342.081881,pumped_hydro__electricity___PRT
116,PRT,roof_mounted_pv,electricity,kilowatt hour,12998551.966325825,roof_mounted_pv__electricity___PRT
116,PRT,waste_supply,waste,kilowatt hour,2572223192.619954,waste_supply__waste___PRT
116,PRT,wind_offshore,electricity,kilowatt hour,2011370.1284388846,wind_offshore__electricity___PRT
116,PRT,wind_onshore,electricity,kilowatt hour,65316573403.26153,wind_onshore__electricity___PRT
117,PRT,battery,electricity,kilogram,3879604928.4113374,battery__electricity___PRT
117,PRT,biofuel_boiler,heat,megajoule,8554642.85328732,biofuel_boiler__heat___PRT
117,PRT,biofuel_supply,biofuel,kilogram,2432031667.1801853,biofuel_supply__biofuel___PRT
117,PRT,biofuel_to_diesel,diesel,kilogram,226274014.42623386,biofuel_to_diesel__diesel___PRT
117,PRT,biofuel_to_methane,methane,cubic meter,181394591.69267368,biofuel_to_methane__methane___PRT
117,PRT,biofuel_to_methanol,methanol,kilogram,776247185.6013178,biofuel_to_methanol__methanol___PRT
117,PRT,ccgt,electricity,kilowatt hour,162759.1038729651,ccgt__electricity___PRT
117,PRT,chp_biofuel_extraction,electricity,kilowatt hour,3163224.9274649,chp_biofuel_extraction__electricity___PRT
117,PRT,chp_methane_extraction,electricity,kilowatt hour,1205394.9638733,chp_methane_extraction__electricity___PRT
117,PRT,chp_wte_back_pressure,electricity,kilowatt hour,558497965.0502487,chp_wte_back_pressure__electricity___PRT
117,ESP,el_import,electricity,kilowatt hour,16558569408.841528,el_import__electricity___ESP
117,PRT,existing_pv,electricity,kilowatt hour,1706363932.7978127,existing_pv__electricity___PRT
117,PRT,existing_wind,electricity,kilowatt hour,17023367400.325796,existing_wind__electricity___PRT
117,PRT,heat_storage_big,heat,unit,404726.203715181,heat_storage_big__heat___PRT
117,PRT,heat_storage_small,heat,unit,2349873861.1935754,heat_storage_small__heat___PRT
117,PRT,hydro_reservoir,electricity,kilowatt hour,7091853004.189733,hydro_reservoir__electricity___PRT
117,PRT,hydro_run_of_river,electricity,kilowatt hour,8570606455.961968,hydro_run_of_river__electricity___PRT
117,PRT,methane_boiler,heat,megajoule,4538779.5826746,methane_boiler__heat___PRT
117,PRT,methane_storage,methane,unit,5664.005180672469,methane_storage__methane___PRT
117,PRT,open_field_pv,electricity,kilowatt hour,47175354881.26763,open_field_pv__electricity___PRT
117,PRT,pumped_hydro,electricity,kilowatt hour,5566649129.662209,pumped_hydro__electricity___PRT
117,PRT,roof_mounted_pv,electricity,kilowatt hour,37779759.63369621,roof_mounted_pv__electricity___PRT
117,PRT,waste_supply,waste,kilowatt hour,2572222939.7424846,waste_supply__waste___PRT
117,PRT,wind_offshore,electricity,kilowatt hour,2034196.328004307,wind_offshore__electricity___PRT
117,PRT,wind_onshore,electricity,kilowatt hour,66660820247.889404,wind_onshore__electricity___PRT
118,PRT,battery,electricity,kilogram,1155660024.2749186,battery__electricity___PRT
